Name,SubAccount,FullyQualifiedName,Active,Classification,AccountType,AccountSubType,CurrentBalance,CurrentBalanceWithSubAccounts,domain,sparse,Id,SyncToken,CurrencyRef_value,CurrencyRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime,ParentRef_value
"Administrator, charities/voluntary organisations",True,"Glass blower/designerAdministrator, charities/voluntary organisations",True,Expense,Expense,"Administrator, charities/voluntary organisations",35,35,QBO,False,653,1,USD,United States Dollar,2022-11-28 13:55:37,2022-11-28 13:55:37,652.0
Landscape architect,False,Landscape architect,True,Revenue,Income,Landscape architect,293,293,QBO,False,654,2,USD,United States Dollar,2022-02-18 01:40:19,2022-02-18 01:40:19,
"Surveyor, commercial/residential",False,"Surveyor, commercial/residential",True,Revenue,Income,Expense,445,445,QBO,False,655,4,USD,United States Dollar,2021-02-27 10:48:21,2021-02-27 10:48:21,
Medical secretary,False,Medical secretary,True,Asset,Accounts Receivable,Credit Card,373,373,QBO,False,656,4,USD,United States Dollar,2021-01-04 07:53:16,2021-01-04 07:53:16,
Lawyer,False,Lawyer,True,Expense,Expense,Expense,467,467,QBO,False,657,0,USD,United States Dollar,2023-03-23 05:47:42,2023-03-23 05:47:42,
Fish farm manager,False,Fish farm manager,True,Expense,Expense,Income,710,710,QBO,False,658,4,USD,United States Dollar,2023-09-30 17:11:23,2023-09-30 17:11:23,
Economist,True,Fish farm managerEconomist,True,Revenue,Income,Economist,-478,-478,QBO,False,659,0,USD,United States Dollar,2022-06-22 09:29:04,2022-06-22 09:29:04,658.0
Glass blower/designer,False,Glass blower/designer,True,Liability,Credit Card,Income,259,259,QBO,False,660,5,USD,United States Dollar,2022-10-28 22:03:28,2022-10-28 22:03:28,
Tax inspector,False,Tax inspector,True,Expense,Expense,Tax inspector,-155,-155,QBO,False,661,0,USD,United States Dollar,2022-07-19 12:04:15,2022-07-19 12:04:15,
Medical laboratory scientific officer,False,Medical laboratory scientific officer,True,Equity,Equity,Medical laboratory scientific officer,856,856,QBO,False,662,1,USD,United States Dollar,2023-03-03 23:17:17,2023-03-03 23:17:17,
Hospital doctor,False,Hospital doctor,True,Expense,Expense,Hospital doctor,597,597,QBO,False,663,5,USD,United States Dollar,2021-10-26 20:42:27,2021-10-26 20:42:27,
Multimedia specialist,False,Multimedia specialist,True,Asset,Bank,Expense,665,665,QBO,False,664,1,USD,United States Dollar,2023-08-03 20:20:48,2023-08-03 20:20:48,
Hospital pharmacist,False,Hospital pharmacist,True,Expense,Expense,Other Income,586,586,QBO,False,665,4,USD,United States Dollar,2021-02-19 02:04:26,2021-02-19 02:04:26,
Heritage manager,True,Hospital pharmacistHeritage manager,True,Revenue,Income,Heritage manager,-669,-669,QBO,False,666,3,USD,United States Dollar,2023-08-01 02:42:07,2023-08-01 02:42:07,665.0
Biomedical engineer,True,Hospital pharmacistBiomedical engineer,True,Asset,Other Current Asset,Expense,930,930,QBO,False,667,0,USD,United States Dollar,2023-08-12 03:54:08,2023-08-12 03:54:08,666.0
Curator,False,Curator,True,Revenue,Income,Curator,809,809,QBO,False,668,1,USD,United States Dollar,2022-05-22 01:36:07,2022-05-22 01:36:07,
Manufacturing systems engineer,False,Manufacturing systems engineer,True,Revenue,Income,Fixed Asset,977,977,QBO,False,669,4,USD,United States Dollar,2021-11-18 01:28:21,2021-11-18 01:28:21,
"Education officer, community",False,"Education officer, community",True,Asset,Other Current Asset,"Education officer, community",447,447,QBO,False,670,0,USD,United States Dollar,2022-11-18 14:51:20,2022-11-18 14:51:20,
Freight forwarder,True,"Education officer, communityFreight forwarder",True,Revenue,Income,Freight forwarder,543,543,QBO,False,671,4,USD,United States Dollar,2021-11-25 22:29:27,2021-11-25 22:29:27,670.0
Set designer,False,Set designer,True,Liability,Other Current Liability,Set designer,974,974,QBO,False,672,1,USD,United States Dollar,2021-08-15 10:55:22,2021-08-15 10:55:22,
"Psychologist, forensic",False,"Psychologist, forensic",True,Liability,Long Term Liability,"Psychologist, forensic",-101,-101,QBO,False,673,5,USD,United States Dollar,2023-05-06 13:46:59,2023-05-06 13:46:59,
Chief of Staff,True,"Psychologist, forensicChief of Staff",True,Expense,Expense,Income,-852,-852,QBO,False,674,1,USD,United States Dollar,2021-06-15 22:42:35,2021-06-15 22:42:35,673.0
Hydrographic surveyor,False,Hydrographic surveyor,True,Expense,Expense,Hydrographic surveyor,762,762,QBO,False,675,3,USD,United States Dollar,2021-03-28 18:07:52,2021-03-28 18:07:52,
Animator,False,Animator,True,Liability,Long Term Liability,Animator,297,297,QBO,False,676,0,USD,United States Dollar,2021-02-19 00:20:53,2021-02-19 00:20:53,
International aid/development worker,False,International aid/development worker,True,Liability,Other Current Liability,Equity,-289,-289,QBO,False,677,2,USD,United States Dollar,2021-02-22 13:52:23,2021-02-22 13:52:23,
Health service manager,False,Health service manager,True,Expense,Expense,Expense,-250,-250,QBO,False,678,1,USD,United States Dollar,2021-03-05 21:01:05,2021-03-05 21:01:05,
Fish farm manager,False,Fish farm manager,True,Expense,Expense,Other Expense,570,570,QBO,False,679,0,USD,United States Dollar,2022-12-08 16:14:30,2022-12-08 16:14:30,
Travel agency manager,False,Travel agency manager,True,Expense,Expense,Other Expense,-502,-502,QBO,False,680,0,USD,United States Dollar,2022-05-11 03:51:42,2022-05-11 03:51:42,
Diplomatic Services operational officer,False,Diplomatic Services operational officer,True,Asset,Other Current Asset,Expense,-939,-939,QBO,False,681,2,USD,United States Dollar,2021-09-22 18:43:55,2021-09-22 18:43:55,
Television camera operator,False,Television camera operator,True,Expense,Expense,Television camera operator,-718,-718,QBO,False,682,3,USD,United States Dollar,2021-07-01 07:22:26,2021-07-01 07:22:26,
Environmental consultant,False,Environmental consultant,True,Asset,Accounts Receivable,Equity,865,865,QBO,False,683,0,USD,United States Dollar,2021-07-10 13:20:28,2021-07-10 13:20:28,
Corporate treasurer,False,Corporate treasurer,True,Expense,Expense,Corporate treasurer,912,912,QBO,False,684,1,USD,United States Dollar,2022-03-23 04:30:57,2022-03-23 04:30:57,
Water quality scientist,True,Corporate treasurerWater quality scientist,True,Expense,Expense,Water quality scientist,-841,-841,QBO,False,685,5,USD,United States Dollar,2021-03-25 19:49:58,2021-03-25 19:49:58,684.0
Teaching laboratory technician,False,Teaching laboratory technician,True,Revenue,Income,Other Current Liability,-558,-558,QBO,False,686,4,USD,United States Dollar,2022-02-17 17:59:04,2022-02-17 17:59:04,
"Loss adjuster, chartered",False,"Loss adjuster, chartered",True,Expense,Expense,"Loss adjuster, chartered",-623,-623,QBO,False,687,2,USD,United States Dollar,2021-05-11 07:46:07,2021-05-11 07:46:07,
Human resources officer,False,Human resources officer,True,Asset,Fixed Asset,Human resources officer,-130,-130,QBO,False,688,3,USD,United States Dollar,2022-02-13 17:28:14,2022-02-13 17:28:14,
Theme park manager,False,Theme park manager,True,Revenue,Income,Theme park manager,413,413,QBO,False,689,4,USD,United States Dollar,2023-08-22 15:06:48,2023-08-22 15:06:48,
Air broker,False,Air broker,True,Expense,Expense,Air broker,734,734,QBO,False,690,4,USD,United States Dollar,2021-07-23 13:48:35,2021-07-23 13:48:35,
Glass blower/designer,False,Glass blower/designer,True,Revenue,Income,Accounts Receivable,-495,-495,QBO,False,691,5,USD,United States Dollar,2021-07-30 10:42:20,2021-07-30 10:42:20,
"Education officer, museum",False,"Education officer, museum",True,Expense,Expense,Expense,312,312,QBO,False,692,0,USD,United States Dollar,2022-07-14 08:48:58,2022-07-14 08:48:58,
Clinical embryologist,False,Clinical embryologist,True,Expense,Expense,Income,53,53,QBO,False,693,2,USD,United States Dollar,2023-10-30 11:30:03,2023-10-30 11:30:03,
Drilling engineer,True,Clinical embryologistDrilling engineer,True,Expense,Expense,Drilling engineer,740,740,QBO,False,694,3,USD,United States Dollar,2022-02-06 03:00:35,2022-02-06 03:00:35,693.0
Market researcher,False,Market researcher,True,Expense,Expense,Income,171,171,QBO,False,695,5,USD,United States Dollar,2021-09-08 13:07:08,2021-09-08 13:07:08,
Location manager,True,Market researcherLocation manager,True,Revenue,Other Income,Location manager,-104,-104,QBO,False,696,0,USD,United States Dollar,2023-08-28 21:56:59,2023-08-28 21:56:59,695.0
Leisure centre manager,False,Leisure centre manager,True,Expense,Expense,Income,-174,-174,QBO,False,697,3,USD,United States Dollar,2023-09-04 21:18:33,2023-09-04 21:18:33,
Product/process development scientist,False,Product/process development scientist,True,Revenue,Income,Expense,-838,-838,QBO,False,698,5,USD,United States Dollar,2023-05-28 16:45:42,2023-05-28 16:45:42,
Media planner,True,Product/process development scientistMedia planner,True,Expense,Expense,Media planner,-107,-107,QBO,False,699,0,USD,United States Dollar,2023-01-23 03:39:52,2023-01-23 03:39:52,698.0
Herpetologist,False,Herpetologist,True,Liability,Other Current Liability,Herpetologist,528,528,QBO,False,700,3,USD,United States Dollar,2021-02-04 21:32:22,2021-02-04 21:32:22,
Fitness centre manager,False,Fitness centre manager,True,Liability,Other Current Liability,Fitness centre manager,-783,-783,QBO,False,701,0,USD,United States Dollar,2023-11-08 20:17:44,2023-11-08 20:17:44,
Holiday representative,False,Holiday representative,True,Expense,Expense,Expense,-814,-814,QBO,False,702,1,USD,United States Dollar,2021-09-17 08:04:54,2021-09-17 08:04:54,
Advertising copywriter,False,Advertising copywriter,True,Expense,Expense,Expense,-226,-226,QBO,False,703,4,USD,United States Dollar,2023-06-03 03:22:03,2023-06-03 03:22:03,
Applications developer,False,Applications developer,True,Expense,Cost of Goods Sold,Expense,-50,-50,QBO,False,704,0,USD,United States Dollar,2021-02-24 08:13:48,2021-02-24 08:13:48,
IT consultant,True,Applications developerIT consultant,True,Expense,Other Expense,IT consultant,813,813,QBO,False,705,0,USD,United States Dollar,2023-07-01 19:51:01,2023-07-01 19:51:01,704.0
"Psychologist, prison and probation services",False,"Psychologist, prison and probation services",True,Asset,Accounts Receivable,Expense,401,401,QBO,False,706,2,USD,United States Dollar,2021-05-29 20:48:27,2021-05-29 20:48:27,
Freight forwarder,False,Freight forwarder,True,Expense,Expense,Expense,240,240,QBO,False,707,1,USD,United States Dollar,2022-06-21 00:02:46,2022-06-21 00:02:46,
Tax adviser,False,Tax adviser,True,Expense,Expense,Expense,-243,-243,QBO,False,708,5,USD,United States Dollar,2021-10-19 00:34:24,2021-10-19 00:34:24,
Cytogeneticist,False,Cytogeneticist,True,Asset,Other Current Asset,Income,452,452,QBO,False,709,4,USD,United States Dollar,2023-01-29 07:51:23,2023-01-29 07:51:23,
Biomedical engineer,False,Biomedical engineer,True,Asset,Other Current Asset,Biomedical engineer,-680,-680,QBO,False,710,3,USD,United States Dollar,2023-05-21 22:55:03,2023-05-21 22:55:03,
Microbiologist,False,Microbiologist,True,Revenue,Income,Microbiologist,-267,-267,QBO,False,711,2,USD,United States Dollar,2023-03-29 00:04:51,2023-03-29 00:04:51,
Fisheries officer,True,MicrobiologistFisheries officer,True,Expense,Expense,Fisheries officer,22,22,QBO,False,712,5,USD,United States Dollar,2023-11-25 12:43:59,2023-11-25 12:43:59,711.0
"Accountant, chartered certified",True,"MicrobiologistAccountant, chartered certified",True,Revenue,Income,"Accountant, chartered certified",382,382,QBO,False,713,2,USD,United States Dollar,2022-01-18 00:04:53,2022-01-18 00:04:53,712.0
Advice worker,False,Advice worker,True,Asset,Other Current Asset,Advice worker,5,5,QBO,False,714,3,USD,United States Dollar,2021-11-21 18:04:14,2021-11-21 18:04:14,
Administrator,True,Advice workerAdministrator,True,Expense,Expense,Income,428,428,QBO,False,715,1,USD,United States Dollar,2021-02-20 01:36:49,2021-02-20 01:36:49,714.0
"Designer, television/film set",False,"Designer, television/film set",True,Expense,Expense,"Designer, television/film set",252,252,QBO,False,716,5,USD,United States Dollar,2023-04-05 12:56:34,2023-04-05 12:56:34,
Actuary,False,Actuary,True,Asset,Fixed Asset,Expense,747,747,QBO,False,717,2,USD,United States Dollar,2021-02-25 17:25:45,2021-02-25 17:25:45,
Trade mark attorney,False,Trade mark attorney,True,Revenue,Income,Other Expense,-894,-894,QBO,False,718,2,USD,United States Dollar,2023-06-25 11:55:47,2023-06-25 11:55:47,
Quality manager,False,Quality manager,True,Expense,Expense,Quality manager,287,287,QBO,False,719,0,USD,United States Dollar,2021-12-19 14:29:53,2021-12-19 14:29:53,
Systems analyst,False,Systems analyst,True,Expense,Expense,Systems analyst,-304,-304,QBO,False,720,4,USD,United States Dollar,2023-06-22 09:58:02,2023-06-22 09:58:02,
Patent examiner,False,Patent examiner,True,Revenue,Income,Patent examiner,-966,-966,QBO,False,721,4,USD,United States Dollar,2023-08-03 03:12:01,2023-08-03 03:12:01,
Technical author,False,Technical author,True,Liability,Long Term Liability,Technical author,-236,-236,QBO,False,722,0,USD,United States Dollar,2022-10-11 15:48:21,2022-10-11 15:48:21,
Retail buyer,True,Technical authorRetail buyer,True,Expense,Expense,Expense,637,637,QBO,False,723,4,USD,United States Dollar,2021-08-12 00:38:49,2021-08-12 00:38:49,722.0
"Surveyor, building control",False,"Surveyor, building control",True,Expense,Expense,Expense,21,21,QBO,False,724,3,USD,United States Dollar,2022-07-05 18:17:57,2022-07-05 18:17:57,
Chartered public finance accountant,False,Chartered public finance accountant,True,Revenue,Income,Other Current Asset,-70,-70,QBO,False,725,2,USD,United States Dollar,2023-12-03 17:58:10,2023-12-03 17:58:10,
Broadcast journalist,False,Broadcast journalist,True,Revenue,Income,Broadcast journalist,-991,-991,QBO,False,726,2,USD,United States Dollar,2022-02-14 14:28:35,2022-02-14 14:28:35,
Dance movement psychotherapist,False,Dance movement psychotherapist,True,Revenue,Income,Dance movement psychotherapist,-94,-94,QBO,False,727,2,USD,United States Dollar,2021-01-26 05:09:54,2021-01-26 05:09:54,
Pensions consultant,False,Pensions consultant,True,Liability,Credit Card,Expense,-712,-712,QBO,False,728,5,USD,United States Dollar,2023-04-25 03:14:51,2023-04-25 03:14:51,
Museum/gallery conservator,True,Pensions consultantMuseum/gallery conservator,True,Revenue,Income,Equity,-223,-223,QBO,False,729,3,USD,United States Dollar,2021-12-07 10:59:00,2021-12-07 10:59:00,728.0
"Engineer, water",False,"Engineer, water",True,Asset,Fixed Asset,Expense,640,640,QBO,False,730,0,USD,United States Dollar,2021-02-07 06:01:30,2021-02-07 06:01:30,
Arts development officer,True,"Engineer, waterArts development officer",True,Expense,Expense,Income,-986,-986,QBO,False,731,4,USD,United States Dollar,2023-07-13 16:00:53,2023-07-13 16:00:53,730.0
Outdoor activities/education manager,True,"Engineer, waterOutdoor activities/education manager",True,Expense,Expense,Income,-546,-546,QBO,False,732,4,USD,United States Dollar,2023-08-30 23:50:27,2023-08-30 23:50:27,731.0
Insurance risk surveyor,False,Insurance risk surveyor,True,Expense,Expense,Expense,361,361,QBO,False,733,3,USD,United States Dollar,2023-08-19 22:06:35,2023-08-19 22:06:35,
Multimedia specialist,False,Multimedia specialist,True,Equity,Equity,Other Expense,-685,-685,QBO,False,734,2,USD,United States Dollar,2022-03-15 11:53:45,2022-03-15 11:53:45,
"Conservator, furniture",False,"Conservator, furniture",True,Expense,Expense,"Conservator, furniture",-645,-645,QBO,False,735,2,USD,United States Dollar,2023-02-22 07:24:51,2023-02-22 07:24:51,
Air cabin crew,False,Air cabin crew,True,Asset,Other Current Asset,Expense,315,315,QBO,False,736,2,USD,United States Dollar,2022-02-25 17:38:31,2022-02-25 17:38:31,
Paramedic,False,Paramedic,True,Revenue,Income,Expense,-616,-616,QBO,False,737,2,USD,United States Dollar,2022-10-23 05:24:42,2022-10-23 05:24:42,
"Surveyor, minerals",False,"Surveyor, minerals",True,Expense,Expense,"Surveyor, minerals",-842,-842,QBO,False,738,2,USD,United States Dollar,2021-11-03 00:33:03,2021-11-03 00:33:03,
Armed forces logistics/support/administrative officer,False,Armed forces logistics/support/administrative officer,True,Asset,Other Current Asset,Armed forces logistics/support/administrative officer,-519,-519,QBO,False,739,0,USD,United States Dollar,2023-05-19 04:38:11,2023-05-19 04:38:11,
Operational researcher,False,Operational researcher,True,Liability,Other Current Liability,Operational researcher,-634,-634,QBO,False,740,3,USD,United States Dollar,2023-11-15 21:44:09,2023-11-15 21:44:09,
Dramatherapist,False,Dramatherapist,True,Asset,Accounts Receivable,Dramatherapist,-512,-512,QBO,False,741,3,USD,United States Dollar,2022-01-13 14:52:48,2022-01-13 14:52:48,
Barrister's clerk,False,Barrister's clerk,True,Expense,Expense,Expense,842,842,QBO,False,742,2,USD,United States Dollar,2022-02-15 01:50:01,2022-02-15 01:50:01,
"Teacher, secondary school",True,"Barrister's clerkTeacher, secondary school",True,Revenue,Income,Expense,-608,-608,QBO,False,743,5,USD,United States Dollar,2022-03-06 04:20:01,2022-03-06 04:20:01,742.0
